pregrasp_ok,min_ee_peg,grasp_formed,t_first_grasp,max_peg_z,min_pg_grasped,reached_target,released_after_reach,success,steps
0,0.0173948648436554,1,14,0.27617313264208865,0.01850482980633359,1,0,1,34
0,0.01630181324586396,1,14,0.2876074635852569,0.013339967854974686,1,0,1,32
0,0.01562996611474938,1,24,0.2967253607410925,0.02535442803022907,1,0,1,42
0,0.03970193203654834,1,10,0.1587842697873672,0.007619911090460882,1,0,1,20
0,0.024469085550966496,1,23,0.2335151249680012,0.015028216997657962,1,0,1,35
0,0.01714287005663771,1,10,0.1828951127338585,0.008444142454143643,1,0,1,19
0,0.018387308525565402,1,19,0.1414377506985318,0.013990752031687037,1,0,1,29
0,0.017815727937859547,1,11,0.38127083466399414,0.029966441552360404,1,0,1,35
0,0.017441979642615225,1,19,0.19123510788516265,0.011743692201851503,1,0,1,30
0,0.017007987235914932,1,25,0.2483176067818494,0.021512649138371982,1,0,1,42
0,0.023431205113370907,1,29,0.25154033252053576,0.017140284459698403,1,0,1,42
0,0.020854528663506854,1,10,0.16159917218770808,0.019295738605863838,1,0,1,24
0,0.03721807717985241,1,28,0.29413442659938865,0.020679256087691125,1,0,1,47
0,0.018947294462031302,1,13,0.18612307669192413,0.016589289265634223,1,0,1,25
0,0.02085287955221414,1,29,0.29517521054115453,0.012620549870973897,1,0,1,43
0,0.01909918655293232,1,10,0.1583394426919566,0.010711336501126132,1,0,1,24
0,0.018954812363942464,1,20,0.2838201467232921,0.009024232278974021,1,0,1,36
0,0.017357273786716705,1,14,0.26233132417044597,0.025775511834761327,1,0,1,28
0,0.01963749144581199,1,25,0.1281846304281497,0.010018088820452738,1,0,1,37
0,0.01942295980613147,1,27,0.20503318283784977,0.005503902208982039,1,0,1,40
0,0.018637167813470957,1,27,0.2600540670126891,0.011630137134690664,1,0,1,40
0,0.021696836911475118,1,37,0.28956887525881203,0.019877369118938417,1,0,1,59
0,0.019163186770897244,1,13,0.17980319003335105,0.012086566958212835,1,0,1,21
0,0.016774400465821373,1,21,0.1937856113310565,0.018447199279313098,1,0,1,36
0,0.018022058746092,1,14,0.2266309690684437,0.010275758486374723,1,0,1,25
0,0.014682968641595209,1,18,0.22922421154613287,0.017684929066921627,1,0,1,32
0,0.014963437197382771,1,12,0.18076599439780058,0.023271408936358092,1,0,1,22
0,0.02184345536817559,1,21,0.2985157258929004,0.012709403618024967,1,0,1,41
0,0.021849836417534334,1,11,0.1656874409039197,0.01184636040097736,1,0,1,21
0,0.021728501033366827,1,24,0.2284117910421406,0.010778142546896135,1,0,1,38
0,0.03136723357008481,1,18,0.22061946133673188,0.007636864193041252,1,0,1,30
0,0.01755847791778923,1,17,0.21497713174268293,0.008758177138716546,1,0,1,27
0,0.017272718913094183,1,13,0.3000391234417462,0.015883633436507352,1,0,1,25
0,0.019223407958129164,1,10,0.3018123355062967,0.02747664671294995,1,0,1,26
0,0.019834681344958152,1,26,0.37971770958764794,0.02218993282102409,1,0,1,47
0,0.021349569346365976,1,32,0.27225621817076684,0.010618165372623216,1,0,1,45
0,0.019964606242422522,1,24,0.19972696754731864,0.022897109600256225,1,0,1,34
0,0.023041246645974255,1,32,0.2648895712436442,0.01080617753404077,1,0,1,55
0,0.016575095801282937,1,28,0.2157271981805328,0.027109058404751595,1,1,1,39
0,0.02890857959828068,1,15,0.16492906762386517,0.012580353460985044,1,0,1,22
0,0.03172710392255959,1,29,0.1814863845724877,0.028237220955060042,1,0,1,42
0,0.020238077781302596,1,27,0.34117481695037066,0.013856696990112594,1,0,1,51
0,0.01621630869529674,1,16,0.2072908158179368,0.029225592537243283,1,0,1,35
0,0.026176236597570915,1,17,0.16697039354387674,0.007682080241301214,1,0,1,28
0,0.015229702798676125,1,11,0.29503198318813745,0.011071163283763475,1,0,1,26
0,0.017456991229250162,1,24,0.3456178184309001,0.018172799208174852,1,0,1,40
0,0.019760388179612565,1,15,0.2958480299053578,0.01693839829596532,1,0,1,30
0,0.028158880912901085,1,22,0.2915596808187628,0.011654086439073803,1,0,1,45
0,0.018160234420387306,1,26,0.22557331945058914,0.013600669438630216,1,0,1,39
0,0.03286623325468486,1,28,0.22088477345472612,0.011291387434437264,1,0,1,58
0,0.016257637393924575,1,34,0.1598912167569121,0.009127794258809678,1,0,1,46
0,0.019505103295990426,1,29,0.14701967490915963,0.019463010593274776,1,0,1,37
0,0.03182025504215918,1,32,0.2039584078664153,0.010017593648396612,1,0,1,57
0,0.01649968830663757,1,29,0.14353398794258881,0.012753714005845521,1,0,1,36
0,0.017976800622485786,1,10,0.2590005428675978,0.018495376987501966,1,0,1,23
0,0.04400241832315036,1,31,0.15144083010231468,0.024706976724649204,1,0,1,45
0,0.017680591572609566,1,10,0.2408958696714838,0.0281164240714358,1,0,1,22
0,0.018333911340642453,1,28,0.20108791113980806,0.013760553448127207,1,0,1,39
0,0.019188596421984297,1,27,0.3260193129292264,0.024951288553371802,1,0,1,45
0,0.015874532888990753,1,20,0.33994998519929465,0.019370534051994705,1,0,1,34
0,0.018469030551614172,1,23,0.2936662887655812,0.01884606074705314,1,0,1,41
0,0.018875584811028842,1,30,0.1604959055368262,0.009271926487391304,1,0,1,40
0,0.028627684923809963,1,24,0.2822451673038208,0.013339657871303487,1,0,1,40
0,0.028458030385653834,1,9,0.1415804020271789,0.014400884609925325,1,0,1,16
0,0.015474772431159824,1,33,0.35516217314063503,0.010890548241167256,1,0,1,52
0,0.017771835492922418,1,26,0.3161311245052481,0.024594048087438664,1,0,1,43
0,0.044418206652171235,1,14,0.2348231616968077,0.018749951566352323,1,0,1,25
0,0.018174744267906152,1,17,0.21164557004831888,0.01084162572868636,1,0,1,28
0,0.01626086909127633,1,11,0.30027151620682363,0.005677403215951632,1,0,1,25
0,0.020649100653605826,1,19,0.3305031982057842,0.011649571966124213,1,0,1,37
0,0.01830318548789093,1,27,0.24572687145345587,0.0281059989066631,1,0,1,39
0,0.02014379965438891,1,20,0.30522912724880064,0.02288796857156748,1,0,1,37
0,0.017704920016690155,1,20,0.24028211864876112,0.014375828998408682,1,0,1,37
0,0.01705028512222641,1,17,0.33555241332830876,0.009477665073020508,1,0,1,35
0,0.022928199007833668,1,12,0.1438943272626726,0.01824582857902105,1,0,1,24
0,0.019225350128826448,1,31,0.20069696214729102,0.023732281032817822,1,0,1,40
0,0.018637270188895667,1,30,0.22734219447235357,0.02216864317718728,1,0,1,41
0,0.018293021137617247,1,12,0.1538110286757778,0.014187466535163602,1,0,1,19
0,0.017658632103025085,1,29,0.23909184204094416,0.0618510714857239,0,0,0,300
